,Target_encoded,Application mode,Application order,Course,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Debtor,Tuition fees up to date,Gender,Scholarship holder,Inflation rate,Total Curricular units (grade),Total Curricular units (approved),Total Curricular units (without evaluations)
2005,0,0,1,5,0,0,26,4,10,0,1,0,0,0.8277105695231877,1.0,0.6457112531348923,0.0
2006,0,11,1,2,0,21,26,9,8,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2007,0,6,3,5,0,21,26,9,2,0,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2008,0,0,1,1,0,21,26,9,7,0,1,0,0,0.8277105695231877,0.0,0.0,0.0
2009,1,0,6,14,0,0,0,11,11,0,1,0,0,0.8277105695231877,0.0,0.0,0.0
2010,0,8,1,15,0,21,26,9,5,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
2011,0,11,1,16,0,21,26,9,4,0,1,0,0,0.8626475888460029,1.0,0.6457112531348923,0.0
2012,1,11,1,15,11,22,0,5,3,1,1,0,0,0.8277105695231877,1.0,0.6457112531348923,0.0
2013,1,11,1,15,0,21,26,9,9,1,0,0,0,0.5657081587484707,0.0,0.0,0.0
2014,1,11,1,3,0,12,13,4,4,0,0,0,0,0.8626475888460029,0.0,0.0,0.0
2015,0,0,1,9,0,12,13,6,6,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
2016,0,11,1,10,0,2,0,6,6,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
2017,0,0,1,11,0,22,0,9,10,0,1,0,0,0.16953387213106524,1.0,0.7629347951689582,0.0
2018,0,0,1,10,0,12,13,5,5,0,1,0,0,0.262002410774717,1.0,0.6457112531348923,0.0
2019,0,0,2,14,0,0,0,4,9,0,1,1,1,1.0,1.0,0.6906959960353908,0.0
2020,1,12,1,3,0,12,0,9,5,0,0,1,0,0.8626475888460029,0.0,0.0,0.0
2021,1,11,1,15,0,12,0,9,4,0,0,0,0,1.0,0.0,0.0,0.0
2022,1,7,4,1,0,22,27,9,9,0,1,1,0,0.5657081587484707,0.0,0.0,0.0
2023,0,0,1,4,0,0,9,5,8,0,1,1,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2024,0,11,1,16,0,21,26,9,10,0,1,0,0,0.0,1.0,0.5916741449658186,0.0
2025,0,13,1,11,0,3,13,4,10,0,1,1,0,0.0,1.0,0.7292305501170816,0.0
2026,0,0,1,1,0,2,1,3,3,0,1,1,0,0.0,0.0,0.0,0.0
2027,0,0,2,1,0,2,28,1,3,0,1,1,0,0.8626475888460029,0.0,0.0,0.0
2028,0,0,1,11,0,12,26,4,9,0,1,0,1,0.8277105695231877,1.0,0.6906959960353908,0.0
2029,0,0,1,14,0,21,27,9,6,0,1,1,0,1.0,1.0,0.6906959960353908,0.0
2030,0,7,2,11,0,12,13,9,10,0,1,0,0,0.30370574797375377,1.0,0.7629347951689582,0.0
2031,1,11,1,10,0,22,26,9,9,1,1,0,0,1.0,0.75,0.0,0.5
2032,0,11,1,5,0,12,26,9,6,0,1,0,0,0.8626475888460029,1.0,0.5916741449658186,0.0
2033,1,11,2,16,0,21,26,9,9,0,1,1,0,1.0,0.0,0.0,0.0
2034,0,11,1,14,11,21,26,6,6,1,1,1,1,0.5657081587484707,1.0,0.6906959960353908,0.0
2035,0,12,1,11,0,2,13,2,8,0,1,1,0,0.8626475888460029,1.0,0.5916741449658186,0.0
2036,1,7,1,8,0,0,26,5,9,0,1,1,0,0.8277105695231877,1.0,0.2958370724829093,0.0
2037,1,3,1,7,2,2,2,1,1,0,1,0,0,0.0,1.0,0.4333934776341723,0.0
2038,0,4,1,13,0,21,26,9,9,0,1,0,0,0.0,1.0,0.5916741449658186,0.0
2039,0,0,4,9,0,22,13,7,7,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
2040,1,0,5,15,0,22,26,9,9,1,0,0,0,0.5657081587484707,1.0,0.4333934776341723,0.0
2041,0,17,1,16,0,22,26,4,6,0,1,0,0,0.5657081587484707,1.0,0.819836637888477,0.0
2042,0,0,1,10,0,21,0,9,3,0,1,1,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2043,0,0,3,10,0,0,13,9,9,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
2044,0,14,1,5,13,0,13,3,3,0,1,0,0,0.262002410774717,1.0,0.5916741449658186,0.0
2045,0,0,2,11,0,12,0,9,1,0,1,0,0,0.0,1.0,0.7292305501170816,0.0
2046,1,0,2,11,0,21,0,7,7,0,1,0,0,0.0,0.0,0.0,0.0
2047,1,7,2,12,0,22,13,7,7,0,1,0,0,0.30370574797375377,1.0,0.5916741449658186,0.0
2048,0,7,4,11,0,2,0,2,5,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
2049,0,0,4,11,0,0,13,9,7,0,1,0,0,1.0,1.0,0.7292305501170816,0.0
2050,0,0,1,9,0,21,27,9,3,0,1,0,0,0.8626475888460029,1.0,0.6457112531348923,0.0
2051,0,7,1,9,0,22,27,7,7,0,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2052,1,0,2,14,0,0,13,4,5,0,1,0,0,1.0,0.75,0.0,0.0
2053,0,0,6,11,0,0,27,3,9,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
2054,0,0,2,12,0,0,13,4,5,0,1,0,1,0.16953387213106524,1.0,0.7629347951689582,0.0
2055,0,0,1,4,0,21,13,9,8,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
2056,0,16,1,3,15,0,13,9,7,1,1,0,1,0.5657081587484707,1.0,0.8443337464867926,0.0
2057,0,14,1,5,13,21,26,9,9,0,1,0,0,0.262002410774717,1.0,0.4333934776341723,0.0
2058,0,0,1,8,0,0,13,5,7,0,1,0,1,0.0,1.0,0.5916741449658186,0.0
2059,1,14,1,5,13,22,26,4,10,1,0,0,0,0.16953387213106524,1.0,0.6457112531348923,0.0
2060,0,7,6,11,0,12,26,3,9,0,1,0,1,0.16953387213106524,1.0,0.7629347951689582,0.0
2061,0,7,5,12,0,12,13,9,8,0,1,0,1,0.5657081587484707,1.0,0.7629347951689582,0.0
2062,0,0,3,11,0,0,0,9,9,0,1,0,0,1.0,1.0,0.7292305501170816,0.0
2063,0,0,1,5,0,22,27,4,7,0,1,0,0,0.16953387213106524,1.0,0.6457112531348923,0.0
2064,0,7,4,8,0,22,13,9,9,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
2065,0,0,2,15,0,0,27,9,8,0,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2066,0,0,5,10,0,12,0,7,10,0,1,0,1,0.5657081587484707,1.0,0.6906959960353908,0.0
2067,0,7,5,4,0,3,0,4,4,0,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2068,0,8,4,15,0,12,27,4,10,0,1,0,0,0.8626475888460029,1.0,0.6457112531348923,0.0
2069,1,7,6,8,0,21,0,9,7,0,0,1,0,0.0,1.0,0.5239995654055677,0.0
2070,0,0,1,13,0,0,26,1,10,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2071,0,0,1,11,0,12,2,9,4,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2072,0,0,1,13,0,22,27,5,9,0,1,0,0,0.8626475888460029,1.0,0.6457112531348923,0.0
2073,0,0,3,5,0,0,13,9,9,0,1,0,1,0.5657081587484707,1.0,0.6457112531348923,0.0
2074,0,0,1,9,0,12,27,3,9,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
2075,0,7,2,9,0,21,26,9,4,0,1,0,1,0.0,1.0,0.6906959960353908,0.0
2076,0,0,4,9,0,22,0,4,10,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2077,0,7,1,11,0,12,26,4,8,0,1,0,0,0.0,1.0,0.7629347951689582,0.3413030972429926
2078,0,7,2,11,0,2,2,3,6,0,1,0,0,0.0,1.0,0.7292305501170816,0.0
2079,0,0,5,11,0,22,27,7,7,0,1,0,1,0.8277105695231877,1.0,0.6906959960353908,0.0
2080,0,0,1,11,0,22,26,9,9,0,1,0,1,1.0,1.0,0.7292305501170816,0.0
2081,0,0,1,11,0,3,3,2,1,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2082,0,0,2,11,0,21,26,9,8,0,1,0,0,0.8626475888460029,1.0,0.7629347951689582,0.0
2083,0,0,3,14,0,2,0,2,3,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
2084,0,0,1,14,0,12,26,9,9,0,1,0,1,0.30370574797375377,1.0,0.6906959960353908,0.0
2085,1,0,4,14,0,12,26,12,11,0,0,0,0,1.0,0.0,0.0,0.0
2086,1,3,1,2,2,0,0,4,4,0,1,0,0,0.5657081587484707,0.0,0.0,0.0
2087,1,7,1,7,0,2,1,3,6,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
2088,0,0,3,11,0,12,13,4,8,0,1,0,1,0.8277105695231877,1.0,0.6906959960353908,0.0
2089,1,11,1,13,11,0,0,4,7,1,0,0,0,0.0,1.0,0.6457112531348923,0.0
2090,0,0,5,11,0,22,26,5,7,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2091,0,0,3,5,0,12,13,4,7,0,1,0,0,0.0,1.0,0.5239995654055677,0.3413030972429926
2092,0,0,1,11,0,4,3,2,1,0,1,0,0,1.0,1.0,0.7292305501170816,0.0
2093,0,0,1,11,0,21,26,9,9,0,1,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2094,1,7,1,15,0,2,2,2,2,0,0,0,0,1.0,1.0,0.6457112531348923,0.0
2095,0,13,1,7,0,2,2,2,2,0,1,0,0,0.8626475888460029,1.0,0.8667869552683446,0.3413030972429926
2096,1,3,1,11,2,2,0,4,4,0,1,0,0,0.0,0.0,0.0,0.0
2097,0,0,2,9,0,22,0,7,7,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
2098,0,8,1,11,0,21,13,5,5,0,1,0,1,0.0,1.0,0.7629347951689582,0.3413030972429926
2099,1,7,2,10,0,12,13,5,5,1,1,0,0,0.16953387213106524,1.0,0.6457112531348923,0.0
2100,0,7,1,14,0,22,27,9,5,0,1,0,0,0.8626475888460029,1.0,0.6457112531348923,0.0
2101,0,8,1,2,0,0,0,4,3,1,1,0,0,0.16953387213106524,1.0,0.5916741449658186,0.0
2102,0,0,6,11,0,21,26,9,8,0,1,0,1,0.8626475888460029,1.0,0.7629347951689582,0.0
2103,1,0,2,14,0,18,13,3,0,0,0,0,0,0.8277105695231877,1.0,0.5239995654055677,0.0
2104,0,0,1,9,0,12,27,9,9,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
2105,0,13,1,11,0,12,13,4,7,0,1,0,1,0.16953387213106524,1.0,0.4333934776341723,0.0
2106,0,6,1,4,0,0,0,3,3,0,1,0,0,0.0,1.0,0.5916741449658186,0.0
2107,0,0,1,14,0,21,26,9,9,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
2108,0,7,1,5,0,1,13,2,9,0,1,0,0,0.5657081587484707,1.0,0.5239995654055677,0.5
2109,0,14,1,5,13,2,2,2,2,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
2110,0,14,3,5,13,0,13,4,1,0,1,0,0,1.0,1.0,0.5239995654055677,0.0
2111,0,7,1,3,0,12,0,9,2,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
2112,0,0,2,12,0,12,13,9,9,0,1,0,0,1.0,1.0,0.7629347951689582,0.0
2113,0,0,1,9,0,22,27,27,41,1,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
2114,1,7,1,15,0,22,26,5,5,0,1,0,0,0.5657081587484707,1.0,0.5916741449658186,0.0
2115,1,7,2,13,0,0,13,5,5,0,1,0,0,0.5657081587484707,0.0,0.0,0.0
2116,0,0,1,9,0,0,13,4,4,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
2117,1,0,5,11,0,22,27,9,9,0,1,0,0,0.0,1.0,0.7629347951689582,0.0
2118,0,0,4,14,0,9,9,11,4,0,1,0,0,0.8277105695231877,1.0,0.6457112531348923,0.0
2119,0,7,1,1,0,0,0,6,7,0,1,0,0,0.262002410774717,0.0,0.0,0.0
2120,1,7,1,5,0,12,13,4,9,1,0,0,1,0.8626475888460029,0.75,0.0,0.0
2121,0,0,1,8,0,0,27,5,5,1,1,0,0,0.0,1.0,0.5916741449658186,0.0
2122,0,0,1,8,0,21,26,9,7,0,1,0,1,0.0,1.0,0.6457112531348923,0.0
2123,1,7,3,9,0,0,13,4,10,0,1,0,0,0.16953387213106524,0.75,0.0,0.0
2124,0,0,1,1,0,4,2,3,3,0,1,0,0,0.0,0.0,0.0,0.0
2125,1,13,1,10,0,22,27,9,9,0,1,0,1,0.5657081587484707,0.75,0.2958370724829093,0.0
2126,1,7,2,11,0,22,0,5,7,0,1,0,1,0.16953387213106524,1.0,0.7629347951689582,0.0
2127,1,0,3,11,0,11,12,1,1,0,0,0,0,0.0,1.0,0.6906959960353908,0.3413030972429926
2128,1,0,1,1,0,12,13,8,8,0,1,0,1,0.30370574797375377,0.0,0.0,0.0
2129,0,0,1,4,0,12,0,5,7,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2130,0,0,1,5,0,12,26,3,7,0,1,0,0,0.30370574797375377,1.0,0.5916741449658186,0.0
2131,0,0,1,9,0,0,26,5,7,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
2132,0,0,2,8,0,12,26,4,5,0,1,0,0,0.8277105695231877,1.0,0.6457112531348923,0.0
2133,0,7,5,11,0,0,0,4,5,0,1,0,1,0.16953387213106524,1.0,0.7629347951689582,0.0
2134,0,0,3,11,0,12,27,1,1,0,1,0,0,1.0,1.0,0.7292305501170816,0.0
2135,1,11,1,10,0,12,0,4,1,1,1,0,0,0.8626475888460029,0.0,0.0,0.0
2136,0,7,5,4,0,21,26,9,9,0,0,0,0,0.8277105695231877,1.0,0.6906959960353908,0.0
2137,0,0,5,14,0,22,13,9,9,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2138,0,7,2,12,0,12,27,4,8,0,1,0,1,0.8626475888460029,1.0,0.7629347951689582,0.0
2139,1,0,1,8,0,12,13,5,8,1,0,0,1,0.0,1.0,0.4333934776341723,0.0
2140,0,7,5,11,0,0,0,5,4,0,1,0,0,0.0,1.0,0.7292305501170816,0.0
2141,0,7,4,5,0,22,26,4,9,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.3413030972429926
2142,0,7,1,9,0,0,0,9,9,0,1,0,0,0.30370574797375377,1.0,0.6906959960353908,0.0
2143,0,0,2,1,0,2,0,2,3,0,1,0,0,1.0,0.0,0.0,0.0
2144,0,11,1,2,8,21,26,7,9,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2145,0,7,1,7,0,2,2,2,2,1,0,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
2146,0,0,1,4,0,21,26,9,6,0,1,0,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2147,0,0,6,10,0,22,13,9,5,0,1,0,0,0.5657081587484707,1.0,0.5916741449658186,0.0
2148,0,4,1,5,0,12,13,4,5,0,1,0,0,0.5657081587484707,1.0,0.6457112531348923,0.0
2149,0,0,1,9,0,22,26,5,5,0,1,0,1,0.16953387213106524,1.0,0.6906959960353908,0.0
2150,0,0,1,15,0,0,13,3,3,0,1,0,0,0.30370574797375377,1.0,0.7292305501170816,0.0
2151,0,14,1,5,13,2,0,2,9,0,1,0,0,0.262002410774717,1.0,0.6457112531348923,0.0
2152,0,0,4,11,0,22,26,7,7,0,1,0,0,0.8626475888460029,1.0,0.7629347951689582,0.0
2153,0,12,1,9,0,0,13,4,9,0,1,0,0,0.8277105695231877,1.0,0.7928859131524941,0.0
2154,0,0,1,4,0,22,13,22,43,0,1,0,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2155,0,0,1,11,0,12,13,9,9,0,1,0,1,0.8626475888460029,1.0,0.7629347951689582,0.0
2156,0,7,2,1,0,0,0,4,1,0,1,0,0,0.0,0.0,0.0,0.0
2157,0,14,1,5,13,21,13,9,10,0,1,0,0,0.16953387213106524,1.0,0.6906959960353908,0.0
2158,0,0,2,15,0,2,0,3,5,0,1,0,0,0.0,1.0,0.6457112531348923,0.0
2159,1,7,4,10,0,21,26,5,8,0,1,0,1,0.8277105695231877,1.0,0.5239995654055677,0.0
2160,0,0,4,11,0,0,2,1,2,0,1,0,1,0.5657081587484707,1.0,0.7292305501170816,0.0
2161,1,7,2,13,0,18,26,0,0,1,0,0,0,0.8277105695231877,1.0,0.5916741449658186,0.0
2162,1,7,1,9,0,12,26,7,9,0,1,0,0,0.5657081587484707,0.0,0.0,0.0
2163,0,7,4,11,0,0,0,3,3,0,1,0,0,0.262002410774717,1.0,0.7292305501170816,0.0
2164,0,0,2,14,0,0,0,3,3,0,1,0,0,1.0,1.0,0.6906959960353908,0.0
2165,0,14,1,9,13,0,0,9,3,0,1,0,0,0.262002410774717,1.0,0.6906959960353908,0.0
2166,0,7,1,11,0,22,26,5,9,0,1,0,1,0.5657081587484707,1.0,0.7292305501170816,0.0
2167,0,0,6,8,0,22,27,9,9,0,1,0,0,0.30370574797375377,1.0,0.6457112531348923,0.0
2168,0,8,2,11,0,0,2,3,2,0,1,0,0,0.16953387213106524,1.0,0.7629347951689582,0.0
2169,0,7,1,13,0,2,2,2,1,0,1,0,0,0.16953387213106524,1.0,0.6906959960353908,0.0
2170,0,0,5,11,0,0,0,5,8,0,1,0,0,1.0,1.0,0.7292305501170816,0.0
2171,0,14,1,5,13,0,13,4,4,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
2172,0,3,1,4,16,21,0,9,7,0,1,0,0,0.30370574797375377,1.0,0.5239995654055677,0.0
2173,1,0,1,5,0,9,1,4,2,1,0,0,0,0.8277105695231877,0.75,0.0,0.0
2174,0,13,1,9,0,0,27,4,3,0,1,0,1,0.0,1.0,0.8443337464867926,0.0
2175,0,0,1,1,0,12,27,9,1,0,1,0,0,0.0,0.0,0.0,0.0
2176,0,0,4,4,0,0,0,7,3,0,1,0,0,0.8626475888460029,1.0,0.6906959960353908,0.0
2177,1,13,1,2,5,18,23,0,0,1,1,0,0,0.8277105695231877,1.0,0.4333934776341723,0.0
2178,0,7,1,11,0,0,0,5,5,0,1,0,0,0.16953387213106524,1.0,0.7629347951689582,0.0
2179,0,0,3,14,0,22,26,5,5,0,1,0,0,0.0,1.0,0.6906959960353908,0.0
2180,1,7,1,1,0,22,27,7,7,0,1,0,0,0.8626475888460029,0.0,0.0,0.0
2181,0,7,1,9,0,12,13,5,4,0,1,0,1,0.262002410774717,1.0,0.6906959960353908,0.0
2182,0,13,1,11,0,12,13,7,7,0,1,0,1,0.16953387213106524,1.0,0.7629347951689582,0.0
2183,1,12,1,15,0,21,13,9,3,0,1,0,0,0.5657081587484707,1.0,0.819836637888477,0.0
2184,0,7,2,9,0,1,0,3,4,0,1,0,0,0.8277105695231877,1.0,0.4333934776341723,0.0
2185,0,7,1,10,0,12,13,7,5,0,1,0,1,0.0,1.0,0.5239995654055677,0.0
2186,0,0,1,4,0,12,26,4,4,0,1,0,1,0.0,1.0,0.6457112531348923,0.0
2187,0,0,6,11,0,12,27,5,7,0,1,0,1,0.0,1.0,0.7629347951689582,0.0
2188,0,7,1,10,0,2,0,2,3,0,1,0,1,0.0,1.0,0.5239995654055677,0.0
2189,1,7,4,14,0,0,0,5,5,1,1,1,0,1.0,1.0,0.6906959960353908,0.0
2190,0,7,1,1,0,21,26,9,6,0,1,1,1,0.8277105695231877,0.0,0.0,0.0
2191,1,0,6,11,0,3,13,2,3,0,1,1,0,0.16953387213106524,0.0,0.0,0.0
2192,1,11,1,3,0,2,0,2,4,1,0,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
2193,0,7,1,6,0,12,27,9,7,0,1,1,0,0.16953387213106524,1.0,0.5239995654055677,0.3413030972429926
2194,0,0,1,1,0,21,13,5,8,0,1,1,1,0.0,0.0,0.0,0.0
2195,0,0,2,14,0,22,13,4,7,0,1,1,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2196,0,7,2,8,0,0,27,5,7,0,1,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
2197,0,13,1,4,0,0,0,4,7,0,1,1,0,0.0,1.0,0.5916741449658186,0.0
2198,1,0,3,8,0,22,27,9,9,0,1,1,0,1.0,1.0,0.4333934776341723,0.0
2199,1,11,2,12,0,0,0,9,10,0,1,1,0,0.30370574797375377,0.0,0.0,0.3413030972429926
2200,1,11,1,2,0,21,26,9,7,1,0,1,0,0.262002410774717,0.75,0.0,0.0
2201,0,11,1,11,0,22,2,9,1,0,1,1,0,0.8626475888460029,1.0,0.4333934776341723,0.0
2202,0,7,2,10,0,12,27,6,6,0,1,1,0,0.8626475888460029,1.0,0.5916741449658186,0.0
2203,1,3,1,1,2,12,13,9,9,0,1,1,0,0.8277105695231877,0.0,0.0,0.0
2204,0,2,2,4,0,0,0,4,10,0,1,1,0,0.16953387213106524,1.0,0.6457112531348923,0.0
2205,0,14,1,6,13,0,0,9,8,0,1,1,1,0.262002410774717,1.0,0.6906959960353908,0.0
2206,1,0,5,8,0,23,28,3,3,0,0,1,0,0.30370574797375377,0.0,0.0,0.0
2207,0,13,1,8,0,21,13,9,8,0,1,1,0,0.16953387213106524,0.75,0.5239995654055677,0.5
2208,0,7,2,8,0,22,27,4,7,0,1,1,1,0.5657081587484707,1.0,0.5239995654055677,0.0
2209,1,0,5,14,0,0,27,9,5,1,0,1,0,0.30370574797375377,0.0,0.0,0.0
2210,0,0,3,11,0,0,0,4,4,0,1,1,0,1.0,1.0,0.7292305501170816,0.0
2211,0,0,1,4,0,21,26,9,9,0,1,1,0,0.0,1.0,0.6906959960353908,0.0
2212,0,0,1,6,0,22,13,5,5,0,1,1,0,0.5657081587484707,1.0,0.5239995654055677,0.0
2213,1,0,1,9,0,12,27,9,9,0,1,1,0,0.16953387213106524,1.0,0.5239995654055677,0.0
2214,0,14,1,3,13,12,13,9,7,1,1,1,0,0.262002410774717,1.0,0.6906959960353908,0.0
2215,0,0,2,14,0,2,0,2,4,0,1,1,0,0.5657081587484707,1.0,0.7629347951689582,0.3413030972429926
2216,0,8,2,12,0,2,2,2,2,0,1,1,0,0.5657081587484707,1.0,0.5916741449658186,0.0
2217,1,6,2,8,0,12,13,4,9,0,1,1,0,0.5657081587484707,1.0,0.5239995654055677,0.0
2218,0,3,1,14,16,12,0,4,8,0,1,1,0,0.30370574797375377,1.0,0.6906959960353908,0.0
2219,0,0,1,4,0,21,0,9,8,0,1,1,0,1.0,1.0,0.6906959960353908,0.0
2220,0,11,1,11,0,0,0,4,9,0,1,1,0,1.0,1.0,0.7292305501170816,0.0
2221,0,0,2,11,0,0,2,5,10,0,1,1,0,0.0,1.0,0.7292305501170816,0.0
2222,0,13,1,6,0,2,0,2,3,0,1,1,0,0.0,1.0,0.5239995654055677,0.0
2223,1,7,1,1,0,22,26,4,6,0,0,1,0,0.0,0.0,0.0,0.0
2224,0,0,2,11,0,12,13,9,7,0,1,1,1,0.5657081587484707,1.0,0.7292305501170816,0.0
2225,1,13,3,10,0,21,26,9,9,0,1,1,0,0.8277105695231877,1.0,0.5916741449658186,0.0
2226,0,0,1,13,0,2,2,3,3,0,1,1,0,0.262002410774717,1.0,0.6457112531348923,0.0
2227,1,13,1,3,0,21,26,9,6,1,1,1,0,0.8626475888460029,0.0,0.0,0.0
2228,1,11,1,14,0,21,27,9,3,0,1,1,0,1.0,1.0,0.5916741449658186,0.0
2229,0,0,1,4,0,0,0,3,9,0,1,1,0,0.16953387213106524,1.0,0.5916741449658186,0.5
2230,0,0,4,1,0,0,27,4,8,0,1,1,0,0.30370574797375377,0.0,0.0,0.0
2231,1,0,1,1,0,2,2,2,2,0,1,1,0,0.16953387213106524,0.0,0.0,0.0
2232,1,13,1,8,0,0,2,1,1,0,1,1,0,0.8626475888460029,0.75,0.0,0.0
2233,1,13,1,10,5,18,23,0,0,0,1,1,0,0.8277105695231877,1.0,0.5239995654055677,0.0
2234,0,7,2,10,0,12,13,5,7,0,1,1,1,0.8626475888460029,1.0,0.5916741449658186,0.0
2235,0,0,1,1,0,12,13,4,8,0,1,1,1,0.262002410774717,0.0,0.0,0.0
2236,0,0,1,10,0,22,13,9,4,0,1,1,0,0.5657081587484707,1.0,0.4333934776341723,0.0
2237,1,11,1,10,11,22,26,4,5,1,0,1,0,0.16953387213106524,0.0,0.0,0.0
2238,0,11,1,7,0,12,0,28,28,0,1,1,0,0.16953387213106524,1.0,0.5239995654055677,0.0
2239,0,11,1,5,8,22,13,9,8,1,0,1,0,0.5657081587484707,0.0,0.0,0.0
2240,0,11,1,10,0,2,0,3,4,0,1,1,0,0.0,1.0,0.6457112531348923,0.0
2241,0,11,1,16,0,21,26,9,9,0,1,1,0,0.8277105695231877,1.0,0.5239995654055677,0.0
2242,0,13,1,6,0,0,27,4,7,0,1,1,0,0.0,1.0,0.4333934776341723,0.0
2243,0,7,4,11,0,22,26,5,7,0,1,1,1,0.30370574797375377,1.0,0.7629347951689582,0.0
2244,1,11,1,10,11,21,26,11,11,0,1,1,0,0.8277105695231877,1.0,0.2958370724829093,0.0
2245,0,7,4,9,0,21,26,9,8,0,1,1,0,0.5657081587484707,1.0,0.6906959960353908,0.0
2246,0,7,1,11,0,0,0,4,5,0,1,1,1,0.8626475888460029,1.0,0.6906959960353908,0.0
2247,0,13,2,11,0,12,0,9,10,0,1,1,1,0.0,0.0,0.0,0.8801872138612938
2248,1,14,1,6,0,21,9,9,8,1,0,1,0,0.0,0.0,0.0,0.0
2249,0,0,1,7,0,0,0,4,10,0,1,1,0,0.5657081587484707,1.0,0.5916741449658186,0.3413030972429926
2250,1,14,1,9,13,0,0,4,3,0,1,1,0,0.0,1.0,0.4333934776341723,0.0
2251,1,6,1,1,0,12,26,9,7,0,1,1,0,0.262002410774717,1.0,0.7292305501170816,0.0
2252,1,3,1,5,14,4,2,2,2,1,1,1,0,0.30370574797375377,1.0,0.6457112531348923,0.0
2253,1,11,1,6,8,18,23,0,0,0,0,1,0,0.5657081587484707,0.0,0.0,0.0
2254,1,11,1,16,0,12,26,5,5,0,0,1,0,1.0,0.75,0.0,0.0
2255,1,11,1,10,0,21,26,9,6,0,1,1,0,0.16953387213106524,1.0,0.6457112531348923,0.0
2256,1,3,1,0,14,22,26,5,6,1,0,1,0,0.30370574797375377,1.0,0.8667869552683446,0.3413030972429926
2257,0,14,1,3,13,4,2,2,2,0,1,1,0,0.8626475888460029,1.0,0.4333934776341723,0.0
2258,1,3,1,4,2,3,3,2,2,0,1,1,0,1.0,1.0,0.5239995654055677,0.0
2259,0,11,1,2,11,21,26,9,6,0,1,1,0,1.0,1.0,0.6906959960353908,0.0
2260,0,0,2,13,0,0,13,4,4,0,1,1,1,0.30370574797375377,1.0,0.6906959960353908,0.0
2261,1,13,1,8,0,0,0,4,4,0,1,1,0,0.8626475888460029,0.75,0.4333934776341723,0.0
2262,1,0,1,10,0,1,0,2,3,0,1,1,0,0.8626475888460029,0.75,0.0,0.0
2263,1,11,1,3,0,22,27,9,9,1,0,1,0,0.30370574797375377,1.0,0.819836637888477,0.0
2264,0,0,1,15,0,21,26,9,4,0,1,1,0,0.8277105695231877,1.0,0.6457112531348923,0.0
2265,0,8,1,5,0,0,13,3,5,0,0,1,0,0.30370574797375377,1.0,0.5916741449658186,0.0
2266,1,3,1,3,2,23,28,9,4,0,1,1,0,0.8626475888460029,1.0,0.2958370724829093,0.0
2267,1,0,4,8,0,2,0,3,4,0,1,1,0,0.262002410774717,0.0,0.0,0.0
