,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Unemployment rate,Inflation rate,GDP,Target_encoded,Total Curricular units (grade),Total Curricular units (credited),Total Curricular units (enrolled),Total Curricular units (evaluations),Total Curricular units (approved),Total Curricular units (without evaluations)
1746,0,13,1,7,1,0,0.0,0,12,0,9,4,0.0,0,0,1,0,1,0,0.2319638572181003,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.415702152062702,-0.37101983423498863,0.09160737073300991,0.610983551365563,0.25963353557025814,-0.23490997359881433
1747,0,11,1,3,1,0,0.0,0,12,0,9,6,0.0,1,0,0,0,1,0,0.6625743023277183,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,0.11553672812843996,-1.7697133631024018,-0.23490997359881433
1748,0,11,1,3,1,0,0.0,0,0,0,9,4,0.0,0,0,1,0,1,0,0.6625743023277183,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1749,0,13,1,4,1,0,0.0,0,22,27,7,7,0.0,1,0,0,1,1,0,0.38098922270875074,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.4358021663446974,3.611712563031324,1.722308588778992,1.0640334578610509,1.042194090810962,-0.23490997359881433
1751,0,0,1,1,1,0,0.0,0,22,13,9,9,0.0,1,0,0,1,1,1,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1754,0,7,5,6,1,0,0.0,0,2,0,2,9,0.0,1,0,1,0,1,0,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
1757,0,14,1,7,1,13,0.0,0,0,26,4,8,0.0,1,0,0,0,0,0,-0.08485788691433913,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-0.05224964446435768,0.5220833093632413,0.09160737073300991,0.3268641370706001,-1.7697133631024018,-0.23490997359881433
1758,0,0,4,13,1,0,0.0,0,3,13,2,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.5972952765205397,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,3.8168632452994014
1759,0,0,4,11,1,0,0.0,0,0,0,4,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.491760459409834,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1760,0,0,2,9,1,0,0.0,0,12,13,28,35,0.0,1,0,1,1,0,0,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.45382643681351864,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1761,0,7,1,1,1,0,0.0,13,0,0,5,7,0.0,1,0,0,1,0,1,-0.8108027818016886,1,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-2.1750170959725468,-0.37101983423498863,-4.398360108976492,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1762,0,11,1,14,1,0,0.0,0,0,13,1,3,0.0,0,0,0,1,1,0,1.7215904020034536,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.657925095097942,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1763,0,5,1,8,1,0,0.0,11,21,1,6,4,0.0,0,0,1,1,1,0,-0.6159057152070485,1,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.36120037561874646,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,0.25963353557025814,-0.23490997359881433
1764,0,16,1,8,1,15,0.0,0,0,0,6,6,0.0,0,0,0,1,1,1,-0.253759460374585,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4770464152537612,2.5958045901161935,0.9311044657754701,0.610983551365563,0.949757451276701,-0.23490997359881433
1765,0,0,1,8,1,0,0.0,0,12,27,9,9,0.0,1,0,0,1,0,0,0.5243896282393755,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.7678535043942705,-1.7697133631024018,-0.23490997359881433
1766,0,11,1,3,1,0,0.0,13,0,0,9,9,0.0,0,0,1,0,0,0,0.9247237397795528,1,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,0.5674099466415601,1.7027014465179637,0.5612059506361214,0.3268641370706001,-0.7550399137660718,-0.23490997359881433
1768,0,3,1,11,1,2,0.0,0,2,13,2,6,0.0,0,0,0,1,1,0,0.6625743023277183,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-2.1750170959725468,-0.37101983423498863,0.4550819916450282,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1772,0,0,2,14,1,0,0.0,0,0,0,9,9,0.0,1,0,0,1,0,1,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.5562638388936673,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1775,0,0,3,14,1,0,0.0,0,0,2,0,0,0.0,0,0,0,0,1,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,-0.5520982445232789,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
1776,1,0,1,10,1,0,0.0,0,12,27,4,7,0.0,0,0,0,1,1,0,1.4003010973809378,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.4451861152768448,1.9376183012426174,0.5612059506361214,0.5055389154534011,0.7314298216871751,-0.23490997359881433
1777,1,11,1,16,0,0,0.0,0,21,9,9,9,0.0,0,0,1,1,1,0,1.6174836223410072,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.3978247476382307,-0.37101983423498863,-0.20082234344761415,0.0355676612599826,0.44497210209234944,3.8168632452994014
1778,0,0,1,8,1,0,0.0,0,21,27,7,7,0.0,1,0,0,1,1,0,0.076854167354404,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.3840667480668417,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,0.25963353557025814,-0.23490997359881433
1779,0,0,1,11,1,0,0.0,0,21,13,9,9,0.0,1,0,0,1,1,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5646377358111913,-0.37101983423498863,0.4550819916450282,0.19034279433801699,0.8470299467730539,-0.23490997359881433
1781,0,0,5,4,1,0,0.0,0,0,13,3,3,0.0,1,0,0,1,1,1,-0.253759460374585,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.4592198290295995,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1782,0,11,1,11,1,0,0.0,0,21,26,3,7,0.0,0,0,0,1,1,0,0.6625743023277183,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.6416729996635349,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1784,0,3,2,11,1,2,0.0,0,21,27,9,9,0.0,0,0,0,1,1,0,0.7959093781073475,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.6128825577772212,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1786,1,11,1,9,1,11,0.0,0,21,26,9,4,0.0,0,0,0,1,1,0,2.292611641434796,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1787,0,3,1,16,0,2,0.0,0,21,26,9,9,0.0,0,0,0,1,1,0,0.6625743023277183,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.5369569570724546,-0.37101983423498863,-0.20082234344761415,-0.05033027649678355,0.25963353557025814,-0.23490997359881433
1788,0,0,1,4,1,0,0.0,0,2,2,0,1,0.0,1,0,0,1,1,0,0.076854167354404,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-0.14127532352704442,-0.37101983423498863,0.09160737073300991,0.4489866395892748,-1.7697133631024018,5.296621022145869
1789,0,7,3,10,1,0,0.0,0,12,0,4,4,0.0,1,0,0,1,1,1,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4203594745078051,-0.37101983423498863,0.09160737073300991,0.19034279433801699,0.5992625156070168,-0.23490997359881433
1790,1,11,1,11,1,0,0.0,0,21,26,9,4,0.0,0,0,0,1,1,0,0.5243896282393755,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5050179597101383,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1791,0,0,4,8,1,0,0.0,0,2,0,3,10,0.0,0,0,0,1,1,0,-0.8108027818016886,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1792,0,11,1,16,0,0,0.0,0,2,4,2,2,0.0,0,0,1,1,1,0,0.9247237397795528,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.45382643681351864,0.5220833093632413,-0.20082234344761415,0.5055389154534011,-0.28324362764915506,-0.23490997359881433
1793,0,7,1,5,1,0,0.0,0,0,0,4,7,0.0,1,0,0,1,1,0,-0.08485788691433913,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,0.6603140485314349,-1.7697133631024018,-0.23490997359881433
1795,0,0,3,11,1,0,0.0,0,22,27,7,9,0.0,1,0,0,1,0,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.5303213564186271,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.7314298216871751,-0.23490997359881433
1796,0,0,1,9,1,0,0.0,0,22,26,9,7,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4695881464671619,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1797,0,0,3,5,1,0,0.0,0,22,0,9,9,0.0,1,0,0,1,0,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.5201184607354001,-0.37101983423498863,-0.20082234344761415,0.3268641370706001,0.02752064147463172,-0.23490997359881433
1798,0,11,1,3,1,11,0.0,0,21,27,4,9,0.0,0,0,1,0,0,0,2.1116412602871883,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.5041208855254758,-0.37101983423498863,0.09160737073300991,0.8796628855526071,0.02752064147463172,-0.23490997359881433
1799,0,7,3,10,1,0,0.0,11,22,2,9,3,0.0,1,0,1,0,0,0,-0.4305196917739134,1,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.07269360397170443,-0.37101983423498863,0.09160737073300991,0.9569643062920277,-1.7697133631024018,-0.23490997359881433
1800,0,0,3,11,1,0,0.0,0,2,0,4,1,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.4563689683900586,-0.37101983423498863,0.5612059506361214,0.9569643062920277,0.44497210209234944,2.5308555242735276
1801,0,13,2,2,0,2,0.0,0,18,23,0,0,0.0,0,0,0,1,1,0,1.1699481614560376,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.48871695174910956,3.1182364383973407,1.0903514015977431,1.0976326721654937,0.7314298216871751,3.8168632452994014
1802,0,0,2,8,1,0,0.0,0,0,0,9,9,0.0,0,0,0,1,1,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.4474350451916223,-0.37101983423498863,-0.20082234344761415,0.11553672812843996,0.44497210209234944,-0.23490997359881433
1803,0,13,2,13,1,0,0.0,0,12,0,4,4,0.0,1,0,0,1,1,0,-0.08485788691433913,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.4036020143197953,1.7027014465179637,0.09160737073300991,0.3268641370706001,0.25963353557025814,-0.23490997359881433
1804,0,15,1,8,1,11,0.0,0,12,13,9,5,0.0,0,0,1,0,1,0,1.921618677695352,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
1805,0,13,1,16,0,2,0.0,0,2,0,2,9,0.0,0,0,0,1,1,0,1.4003010973809378,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
1807,0,7,1,13,1,0,0.0,0,2,2,1,1,0.0,0,0,0,1,1,0,-0.8108027818016886,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1809,0,15,1,16,0,0,0.0,0,0,0,5,3,0.0,1,0,0,1,1,0,0.6625743023277183,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.47982569241428386,1.0445151576443876,-0.048508126439125165,-0.14310711712281785,0.44497210209234944,-0.23490997359881433
1810,0,11,1,10,1,0,0.0,0,21,26,9,9,0.0,0,0,0,1,1,0,0.5243896282393755,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4776648553157825,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1811,0,0,6,11,1,0,0.0,0,0,13,3,3,0.0,1,0,0,1,0,1,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5094885192510928,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1812,1,15,1,11,1,0,0.0,0,21,26,5,5,0.0,0,0,0,1,1,0,2.465353194766156,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.46016789517842016,-0.37101983423498863,0.342106715835676,0.5594598809220145,0.44497210209234944,-0.23490997359881433
1813,0,0,2,8,1,0,0.0,0,21,27,9,9,0.0,1,0,0,1,1,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.4213540050085385,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,0.44497210209234944,-0.23490997359881433
1814,0,8,1,4,1,0,0.0,0,0,26,4,7,0.0,1,0,0,1,1,0,-0.4305196917739134,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
1816,3,13,1,16,0,0,0.0,0,21,26,6,6,0.0,0,0,0,1,0,0,1.1699481614560376,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4167024017790953,3.279506078626642,1.4961222624663546,1.0640334578610509,1.2743069849065882,2.5308555242735276
1817,0,13,1,4,1,0,0.0,0,21,26,9,9,0.0,1,0,0,1,0,0,0.38098922270875074,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.500222066631922,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1818,0,7,4,14,1,0,0.0,0,1,26,9,9,0.0,1,0,1,0,0,0,-0.6159057152070485,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-0.7678535043942705,-1.7697133631024018,-0.23490997359881433
1819,0,7,3,11,1,0,0.0,0,2,1,3,3,0.0,1,0,0,1,0,0,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.5756702201880288,-0.37101983423498863,0.4550819916450282,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1823,0,11,1,13,1,0,0.0,0,0,0,4,4,0.0,0,0,0,1,0,0,0.2319638572181003,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,1,0.376049006919063,-0.37101983423498863,0.09160737073300991,1.029431135115433,-0.28324362764915506,6.222371189037133
1824,0,0,1,9,1,0,0.0,0,2,2,3,3,0.0,0,0,0,1,0,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5346550695541962,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1825,0,7,1,10,1,0,0.0,0,12,26,5,3,0.0,0,0,0,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,0,0.5824901438749204,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1826,0,0,1,9,1,0,0.0,0,22,0,5,7,0.0,0,0,0,1,0,1,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5475190874836988,-0.37101983423498863,0.09160737073300991,0.0355676612599826,0.5992625156070168,-0.23490997359881433
1828,0,3,1,11,1,2,0.0,0,21,26,4,5,0.0,0,0,1,0,0,0,0.7959093781073475,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,-2.1750170959725468,-0.37101983423498863,0.342106715835676,0.11553672812843996,-1.7697133631024018,6.582628743171744
1830,0,0,1,15,1,0,0.0,0,21,13,9,8,0.0,0,0,1,1,0,0,-0.8108027818016886,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,0.45382643681351864,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.25963353557025814,-0.23490997359881433
1831,0,0,1,9,1,0,0.0,0,0,0,4,4,0.0,0,0,0,1,0,1,-0.8108027818016886,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.4850496147479954,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.44497210209234944,-0.23490997359881433
1832,0,7,2,8,1,0,0.0,0,21,13,9,8,0.0,1,0,0,1,0,1,-0.8108027818016886,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.418034153582573,-0.37101983423498863,-0.20082234344761415,0.3895330061866227,0.44497210209234944,4.6639348761539
1833,0,0,1,8,1,0,0.0,0,12,13,9,9,0.0,1,0,0,0,0,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,0.4032633109799604,-0.37101983423498863,-0.20082234344761415,0.3268641370706001,0.02752064147463172,-0.23490997359881433
1834,0,7,1,11,1,0,0.0,0,12,27,3,9,0.0,0,0,0,1,0,1,-0.6159057152070485,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.5789509355014466,-0.37101983423498863,0.4550819916450282,0.5055389154534011,0.8470299467730539,-0.23490997359881433
1835,0,0,1,9,1,0,0.0,0,22,27,28,42,0.0,0,0,1,1,0,1,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.4012281175807727,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.5992625156070168,-0.23490997359881433
1836,1,13,1,2,0,0,0.0,0,21,13,9,3,0.0,0,0,0,1,0,0,1.510443874752867,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.4528709304734725,2.9338545107325684,0.7559074495574042,0.9189578937826927,0.7314298216871751,-0.23490997359881433
1838,0,7,3,11,1,0,0.0,0,2,13,2,5,0.0,1,0,0,1,0,0,-0.6159057152070485,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.5256730829162153,-0.37101983423498863,0.5612059506361214,0.26061229220679744,0.8470299467730539,-0.23490997359881433
1839,0,11,1,4,1,0,0.0,0,0,13,4,4,0.0,1,0,0,1,0,0,0.2319638572181003,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.6297154038598121,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-0.28324362764915506,-0.23490997359881433
1840,0,4,1,14,1,0,0.0,8,22,26,0,5,0.0,1,0,0,1,0,0,-0.8108027818016886,1,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,-1.7697133631024018,-0.23490997359881433
1841,0,7,1,7,1,0,0.0,0,12,13,3,10,0.0,1,0,0,1,1,0,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.19255779858266367,-0.37101983423498863,-0.20082234344761415,0.5055389154534011,-1.7697133631024018,4.6639348761539
1842,0,0,1,8,1,0,0.0,0,0,27,3,6,0.0,0,0,0,1,1,1,-0.8108027818016886,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,0,0.3978247476382307,-0.37101983423498863,-0.20082234344761415,0.0355676612599826,0.02752064147463172,-0.23490997359881433
1844,0,0,6,11,1,0,0.0,0,0,0,9,9,0.0,1,1,1,1,1,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.48320971397803325,1.415186452961471,0.4550819916450282,0.4489866395892748,0.8470299467730539,-0.23490997359881433
1845,0,0,1,7,1,0,0.0,0,2,13,2,4,0.0,1,0,0,1,1,0,-0.6159057152070485,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,1,0.4570033588421531,-0.37101983423498863,0.09160737073300991,0.610983551365563,-0.28324362764915506,-0.23490997359881433
1846,0,7,1,3,1,0,0.0,0,21,2,5,2,0.0,0,0,0,1,1,0,-0.6159057152070485,0,0.8509185789747404,-1.1060700662710716,0.35370411948877484,1,0.4978134519798764,-0.37101983423498863,0.09160737073300991,0.5055389154534011,0.25963353557025814,-0.23490997359881433
1847,1,11,1,16,0,0,0.0,0,20,11,9,10,0.0,1,0,0,1,1,0,2.2032037573143217,0,-0.8361905858978602,-1.4671537884650738,-1.3766335495354654,1,0.32471321981836,-0.37101983423498863,-0.20082234344761415,0.26061229220679744,-0.28324362764915506,-0.23490997359881433
1848,0,0,2,11,1,0,0.0,0,4,4,2,2,0.0,0,0,0,1,1,0,-0.6159057152070485,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.505615458848003,-0.37101983423498863,0.4550819916450282,0.4489866395892748,0.8470299467730539,-0.23490997359881433
1850,0,3,1,11,1,2,0.0,0,0,0,7,10,0.0,1,0,0,0,1,0,0.076854167354404,0,0.40102280167537985,1.7825997112809473,-0.7482244728054344,1,-2.1750170959725468,-0.37101983423498863,0.4550819916450282,-3.0233418682789956,-1.7697133631024018,-0.23490997359881433
1851,0,0,1,6,1,0,0.0,0,12,27,9,7,0.0,0,0,0,1,1,0,-0.8108027818016886,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,0.5607406653658776,-0.37101983423498863,-0.20082234344761415,0.8796628855526071,0.44497210209234944,-0.23490997359881433
1852,0,0,1,8,1,0,0.0,0,2,13,3,3,0.0,0,0,0,1,1,0,-0.6159057152070485,0,1.7132188187985138,-0.6727695996382688,-0.40304202220724833,0,0.4506370317586069,-0.37101983423498863,-0.20082234344761415,0.4489866395892748,0.44497210209234944,5.80181115306651
1853,0,14,1,3,1,13,0.0,0,2,2,2,10,0.0,1,0,0,1,1,0,-0.4305196917739134,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,0,0.5767652659421535,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1854,0,11,1,5,1,0,0.0,0,21,26,11,11,0.0,0,0,1,0,1,0,1.6174836223410072,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,0.37007152995291964,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-0.28324362764915506,-0.23490997359881433
1855,3,11,2,13,1,11,0.0,0,12,0,11,11,0.0,0,0,0,0,1,0,1.510443874752867,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-2.1750170959725468,-0.37101983423498863,0.09160737073300991,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
1856,0,0,1,4,1,0,0.0,0,2,2,9,9,0.0,1,0,1,0,0,1,-0.6159057152070485,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,0,0.4604836713123919,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1857,0,5,1,9,1,0,0.0,11,12,0,9,9,0.0,1,0,1,0,1,0,-0.08485788691433913,1,0.8509185789747404,-1.1060700662710716,0.35370411948877484,0,0.43449927273889677,-0.37101983423498863,0.09160737073300991,0.3895330061866227,0.44497210209234944,-0.23490997359881433
1858,0,7,3,4,1,0,0.0,0,0,3,4,2,0.0,0,0,0,1,1,0,-0.4305196917739134,0,-0.19883823472376694,-0.45611936632186734,0.8980302915859142,0,0.5151161091349209,-0.37101983423498863,0.09160737073300991,0.11553672812843996,0.5992625156070168,-0.23490997359881433
1860,1,11,1,6,1,0,0.0,0,12,13,0,5,0.0,0,0,1,1,1,0,1.0493139100671907,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,-1.7697133631024018,-0.23490997359881433
1862,0,0,1,10,1,0,0.0,0,0,0,5,4,0.0,1,0,0,0,1,0,-0.4305196917739134,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.19255779858266367,-0.37101983423498863,0.09160737073300991,0.9569643062920277,-1.7697133631024018,-0.23490997359881433
1863,0,7,1,4,1,0,0.0,0,21,27,9,5,0.0,1,0,0,1,1,0,-0.8108027818016886,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.4695881464671619,-0.37101983423498863,0.09160737073300991,-0.05033027649678355,0.5992625156070168,-0.23490997359881433
1864,0,0,1,7,1,0,0.0,0,6,13,4,4,0.0,0,0,0,1,1,1,0.5243896282393755,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
1865,0,11,1,16,0,0,0.0,0,0,0,3,7,0.0,0,0,0,1,1,0,0.5243896282393755,0,1.4507796153738872,1.132649011331743,-1.7926226566666124,0,0.4633201420222362,-0.37101983423498863,-0.20082234344761415,-0.2439612847322383,0.44497210209234944,-0.23490997359881433
1866,0,11,2,8,1,0,0.0,0,12,13,5,9,0.0,0,0,0,0,1,0,0.5243896282393755,0,-0.3113121790486066,0.12161458918853636,0.774118642653232,1,-0.19255779858266367,-0.37101983423498863,-0.20082234344761415,0.11553672812843996,-1.7697133631024018,-0.23490997359881433
1867,0,11,1,16,0,0,0.0,0,21,26,9,6,0.0,0,0,1,0,1,0,1.1699481614560376,0,0.2885488573505402,-0.5283361107606678,0.7962457228197825,1,-2.1750170959725468,-0.37101983423498863,-0.20082234344761415,0.19034279433801699,-1.7697133631024018,-0.23490997359881433
1868,0,0,3,1,1,0,0.0,0,21,13,9,8,0.0,1,0,0,1,1,1,-0.4305196917739134,0,-1.0236471597725936,0.12161458918853636,1.5574172805491155,0,0.5833046974225918,2.7186094194330943,1.1648523987162542,0.7968353912640186,1.1262152226846742,-0.23490997359881433
1869,0,0,1,14,1,0,0.0,0,12,8,0,0,0.0,1,0,0,1,1,0,-0.6159057152070485,0,-1.5110342518469009,0.9882155224541421,0.14570956592320122,0,0.44871735595141826,-0.37101983423498863,0.09160737073300991,0.26061229220679744,0.02752064147463172,-0.23490997359881433
